episode,score,type
4945,1.0,train
4946,1.0,train
4947,0,train
4948,0,train
4949,1.0,train
4950,4.0,train
4951,1.0,train
4952,1.0,train
4953,2.0,train
4954,1.0,train
4955,0,train
4956,1.0,train
4957,0,train
4958,2.0,train
4959,1.0,train
4960,3.0,train
4961,1.0,train
4962,1.0,train
4963,1.0,train
4964,2.0,train
4965,3.0,train
4966,2.0,train
4967,4.0,train
4968,2.0,train
4969,1.0,train
4970,2.0,train
4971,1.0,train
4972,1.0,train
4973,0,train
4974,2.0,train
4975,2.0,train
4976,1.0,train
4977,5.0,train
4978,4.0,train
4979,2.0,train
4980,3.0,train
4981,1.0,train
4982,3.0,train
4983,0,train
4984,1.0,train
4985,6.0,train
4986,0,train
4987,0,train
4988,1.0,train
4989,0,train
4990,3.0,train
4991,1.0,train
4992,1.0,train
4993,3.0,train
4994,1.0,train
4995,2.0,train
4996,3.0,train
4997,1.0,train
4998,1.0,train
4999,1.0,test
5000,1.0,test
5001,2.0,test
5002,1.0,test
5003,2.0,test
5004,1.0,test
5005,0,test
5006,5.0,test
5007,3.0,test
5008,0,test
5009,2.0,test
5010,1.0,test
5011,1.0,test
5012,1.0,test
5013,2.0,test
5014,2.0,test
5015,1.0,test
5016,3.0,test
5017,2.0,test
5018,1.0,test
5019,2.0,test
5020,2.0,test
5021,0,test
5022,3.0,test
5023,2.0,test
5024,0,test
5025,1.0,test
5026,1.0,test
5027,0,test
5028,1.0,test
5029,1.0,test
5030,2.0,test
5031,3.0,test
5032,1.0,test
5033,2.0,test
5034,0,test
5035,3.0,test
5036,2.0,test
5037,1.0,test
5038,3.0,test
5039,2.0,test
5040,1.0,test
5041,0,test
5042,4.0,test
5043,1.0,test
5044,1.0,test
5045,0,test
5046,2.0,test
5047,0,test
5048,2.0,test
5049,1.0,test
5050,1.0,test
5051,3.0,test
5052,1.0,test
5053,1.0,test
5054,2.0,test
5055,1.0,test
5056,3.0,test
5057,2.0,test
5058,2.0,test
5059,0,test
5060,3.0,test
5061,0,test
5062,1.0,test
5063,1.0,test
5064,3.0,test
5065,1.0,test
5066,1.0,test
5067,3.0,test
5068,2.0,test
5069,3.0,test
5070,2.0,test
5071,2.0,test
5072,1.0,test
5073,2.0,test
5074,2.0,test
5075,1.0,test
5076,1.0,test
5077,2.0,test
5078,0,test
5079,1.0,test
5080,1.0,test
5081,1.0,test
5082,3.0,test
5083,2.0,test
5084,1.0,test
5085,4.0,test
5086,1.0,test
5087,2.0,test
5088,0,test
5089,0,test
5090,2.0,test
5091,1.0,test
5092,3.0,test
5093,0,test
5094,2.0,test
5095,3.0,test
5096,4.0,test
5097,2.0,test
5098,4.0,test
5099,3.0,test
5100,1.0,test
5101,4.0,test
5102,0,test
5103,2.0,test
5104,3.0,test
5105,1.0,test
5106,0,test
5107,5.0,test
5108,0,test
5109,2.0,test
5110,0,test
5111,0,test
5112,2.0,test
5113,0,test
5114,2.0,test
5115,2.0,test
5116,1.0,test
5117,1.0,test
5118,1.0,test
5119,4.0,test
5120,2.0,test
5121,2.0,test
5122,1.0,test
5123,2.0,test
5124,1.0,test
5125,1.0,test
5126,0,test
5127,0,test
5128,1.0,test
5129,0,test
5130,4.0,test
5131,3.0,test
5132,0,test
5133,1.0,test
5134,2.0,test
5135,2.0,test
5136,2.0,test
5137,1.0,test
5138,0,test
5139,2.0,test
5140,3.0,test
5141,1.0,test
5142,0,test
5143,0,test
5144,4.0,test
5145,3.0,test
5146,1.0,test
5147,0,test
5148,2.0,test
5149,2.0,test
5150,1.0,test
5151,4.0,test
5152,1.0,test
5153,3.0,test
5154,2.0,test
5155,1.0,test
5156,1.0,test
5157,3.0,test
5158,0,test
5159,0,test
5160,0,test
5161,1.0,test
5162,1.0,test
5163,2.0,test
5164,1.0,test
5165,1.0,test
5166,1.0,test
5167,1.0,test
5168,0,test
5169,1.0,test
5170,1.0,test
5171,1.0,test
5172,2.0,test
5173,1.0,test
5174,1.0,test
5175,1.0,test
5176,1.0,test
5177,0,test
5178,1.0,test
5179,2.0,test
5180,0,test
5181,1.0,test
5182,4.0,test
5183,1.0,test
5184,2.0,test
5185,1.0,test
5186,5.0,test
5187,10.0,test
5188,2.0,test
5189,1.0,test
5190,1.0,test
5191,3.0,test
5192,2.0,test
5193,1.0,test
5194,1.0,test
5195,2.0,test
5196,4.0,test
5197,3.0,test
5198,1.0,test
5199,3.0,train
5200,1.0,train
5201,1.0,train
5202,1.0,train
5203,1.0,train
5204,2.0,train
5205,1.0,train
5206,3.0,train
5207,2.0,train
5208,2.0,train
5209,1.0,train
5210,0,train
5211,4.0,train
5212,2.0,train
5213,4.0,train
5214,3.0,train
5215,1.0,train
5216,0,train
5217,2.0,train
5218,0,train
5219,1.0,train
5220,2.0,train
5221,2.0,train
5222,1.0,train
5223,0,train
5224,4.0,train
5225,4.0,train
5226,1.0,train
5227,4.0,train
5228,2.0,train
5229,1.0,train
5230,2.0,train
5231,1.0,train
5232,3.0,train
5233,4.0,train
5234,2.0,train
5235,1.0,train
5236,2.0,train
5237,3.0,train
5238,2.0,train
5239,2.0,train
5240,2.0,train
5241,4.0,train
5242,1.0,train
5243,0,train
5244,1.0,train
5245,2.0,train
5246,1.0,train
5247,0,train
5248,4.0,train
5249,5.0,train
5250,0,train
5251,2.0,train
5252,2.0,train
5253,1.0,train
5254,2.0,train
5255,2.0,train
5256,2.0,train
5257,1.0,train
5258,3.0,train
5259,1.0,train
5260,1.0,train
5261,3.0,train
5262,1.0,train
5263,1.0,train
5264,1.0,train
5265,1.0,train
5266,3.0,train
5267,5.0,train
5268,1.0,train
5269,2.0,train
5270,2.0,train
5271,2.0,train
5272,2.0,train
5273,1.0,train
5274,1.0,train
5275,2.0,train
5276,3.0,train
5277,2.0,train
5278,1.0,train
5279,2.0,train
5280,0,train
5281,3.0,train
5282,4.0,train
5283,2.0,train
5284,0,train
5285,4.0,train
5286,3.0,train
5287,1.0,train
5288,1.0,train
5289,1.0,train
5290,0,train
5291,2.0,train
5292,0,train
5293,1.0,train
5294,2.0,train
5295,3.0,train
5296,2.0,train
5297,1.0,train
5298,1.0,train
5299,1.0,train
5300,2.0,train
5301,1.0,train
5302,0,train
5303,0,train
5304,1.0,train
5305,0,train
5306,4.0,train
5307,5.0,train
5308,2.0,train
5309,5.0,train
5310,1.0,train
5311,1.0,train
5312,1.0,train
5313,1.0,train
5314,4.0,train
5315,2.0,train
5316,5.0,train
5317,2.0,train
5318,1.0,train
5319,1.0,train
5320,2.0,train
5321,2.0,train
5322,3.0,train
5323,0,train
5324,2.0,train
5325,5.0,train
5326,3.0,train
5327,0,train
5328,2.0,train
5329,0,train
5330,1.0,train
5331,2.0,train
5332,2.0,train
5333,1.0,train
5334,3.0,train
5335,1.0,train
5336,3.0,train
5337,4.0,train
5338,1.0,train
5339,1.0,train
5340,2.0,train
5341,1.0,train
5342,1.0,train
5343,2.0,train
5344,0,train
5345,5.0,train
5346,1.0,train
5347,1.0,train
5348,1.0,train
5349,2.0,train
5350,4.0,train
5351,3.0,train
5352,0,train
5353,1.0,train
5354,2.0,train
5355,1.0,train
5356,1.0,train
5357,2.0,train
5358,1.0,train
5359,4.0,train
5360,3.0,train
5361,0,train
5362,1.0,train
5363,1.0,train
5364,1.0,train
5365,3.0,train
5366,0,train
5367,2.0,train
5368,2.0,train
5369,2.0,train
5370,1.0,train
5371,1.0,train
5372,3.0,train
5373,1.0,train
5374,2.0,train
5375,4.0,train
5376,1.0,train
5377,1.0,train
5378,6.0,train
5379,0,train
5380,3.0,train
5381,2.0,train
5382,1.0,train
5383,2.0,train
5384,0,train
5385,1.0,train
5386,2.0,train
5387,1.0,train
5388,2.0,train
5389,2.0,train
5390,1.0,train
5391,1.0,train
5392,1.0,train
5393,1.0,train
5394,3.0,train
5395,1.0,train
5396,4.0,train
5397,1.0,train
5398,3.0,train
5399,2.0,test
5400,2.0,test
5401,1.0,test
5402,3.0,test
5403,1.0,test
5404,0,test
5405,1.0,test
5406,0,test
5407,1.0,test
5408,0,test
5409,2.0,test
5410,0,test
5411,2.0,test
5412,1.0,test
5413,2.0,test
5414,1.0,test
5415,2.0,test
5416,2.0,test
5417,1.0,test
5418,0,test
5419,1.0,test
5420,1.0,test
5421,2.0,test
5422,2.0,test
5423,1.0,test
5424,4.0,test
5425,1.0,test
5426,2.0,test
5427,1.0,test
5428,2.0,test
5429,1.0,test
5430,1.0,test
5431,4.0,test
5432,1.0,test
5433,2.0,test
5434,1.0,test
5435,1.0,test
5436,1.0,test
5437,2.0,test
5438,3.0,test
5439,1.0,test
5440,1.0,test
5441,0,test
5442,3.0,test
5443,1.0,test
5444,3.0,test
5445,3.0,test
5446,1.0,test
5447,1.0,test
5448,4.0,test
5449,2.0,test
5450,1.0,test
5451,1.0,test
5452,1.0,test
5453,2.0,test
5454,1.0,test
5455,3.0,test
5456,5.0,test
5457,2.0,test
5458,3.0,test
5459,2.0,test
5460,1.0,test
5461,3.0,test
5462,0,test
5463,1.0,test
5464,0,test
5465,1.0,test
5466,2.0,test
5467,0,test
5468,3.0,test
5469,2.0,test
5470,4.0,test
5471,1.0,test
5472,4.0,test
5473,3.0,test
5474,1.0,test
5475,1.0,test
5476,2.0,test
5477,2.0,test
5478,2.0,test
5479,2.0,test
5480,1.0,test
5481,2.0,test
5482,2.0,test
5483,4.0,test
5484,2.0,test
5485,1.0,test
5486,0,test
5487,1.0,test
5488,2.0,test
5489,1.0,test
5490,2.0,test
5491,1.0,test
5492,3.0,test
5493,2.0,test
5494,1.0,test
5495,2.0,test
5496,1.0,test
5497,1.0,test
5498,1.0,test
5499,1.0,test
5500,1.0,test
5501,3.0,test
5502,2.0,test
5503,3.0,test
5504,2.0,test
5505,2.0,test
5506,2.0,test
5507,1.0,test
5508,2.0,test
5509,3.0,test
5510,2.0,test
5511,0,test
5512,1.0,test
5513,0,test
5514,1.0,test
5515,1.0,test
5516,3.0,test
5517,1.0,test
5518,0,test
5519,2.0,test
5520,2.0,test
5521,5.0,test
5522,0,test
5523,3.0,test
5524,4.0,test
5525,2.0,test
5526,1.0,test
5527,1.0,test
5528,0,test
5529,1.0,test
5530,1.0,test
5531,1.0,test
5532,1.0,test
5533,2.0,test
5534,2.0,test
5535,3.0,test
5536,1.0,test
5537,1.0,test
5538,3.0,test
5539,6.0,test
5540,1.0,test
5541,1.0,test
5542,2.0,test
5543,1.0,test
5544,0,test
5545,1.0,test
5546,1.0,test
5547,1.0,test
5548,2.0,test
5549,3.0,test
5550,0,test
5551,3.0,test
5552,3.0,test
5553,1.0,test
5554,2.0,test
5555,1.0,test
5556,1.0,test
5557,2.0,test
5558,1.0,test
5559,1.0,test
5560,0,test
5561,3.0,test
5562,1.0,test
5563,1.0,test
5564,1.0,test
5565,1.0,test
5566,4.0,test
5567,2.0,test
5568,2.0,test
5569,1.0,test
5570,2.0,test
5571,0,test
5572,2.0,test
5573,1.0,test
5574,4.0,test
5575,0,test
5576,4.0,test
5577,1.0,test
5578,6.0,test
5579,1.0,test
5580,1.0,test
5581,2.0,test
5582,1.0,test
5583,1.0,test
5584,4.0,test
5585,2.0,test
5586,2.0,test
5587,2.0,test
5588,3.0,test
5589,4.0,test
5590,1.0,test
5591,0,test
5592,1.0,test
5593,2.0,test
5594,2.0,test
5595,2.0,test
5596,1.0,test
5597,2.0,test
5598,1.0,test
5599,1.0,train
5600,1.0,train
5601,1.0,train
5602,1.0,train
5603,1.0,train
5604,1.0,train
5605,2.0,train
5606,0,train
5607,1.0,train
5608,2.0,train
5609,1.0,train
5610,2.0,train
5611,2.0,train
5612,1.0,train
5613,1.0,train
5614,0,train
5615,3.0,train
5616,0,train
5617,1.0,train
5618,0,train
5619,1.0,train
5620,0,train
5621,4.0,train
5622,7.0,train
5623,2.0,train
5624,0,train
5625,3.0,train
5626,2.0,train
5627,5.0,train
5628,1.0,train
5629,2.0,train
5630,1.0,train
5631,2.0,train
5632,3.0,train
5633,2.0,train
5634,1.0,train
5635,4.0,train
5636,1.0,train
5637,1.0,train
5638,4.0,train
5639,1.0,train
5640,3.0,train
5641,3.0,train
5642,2.0,train
5643,1.0,train
5644,2.0,train
5645,1.0,train
5646,1.0,train
5647,1.0,train
5648,3.0,train
5649,2.0,train
5650,0,train
5651,2.0,train
5652,2.0,train
5653,1.0,train
5654,2.0,train
5655,2.0,train
5656,0,train
5657,2.0,train
5658,0,train
5659,0,train
5660,1.0,train
5661,1.0,train
5662,1.0,train
5663,2.0,train
5664,1.0,train
5665,1.0,train
5666,2.0,train
5667,0,train
5668,2.0,train
5669,1.0,train
5670,1.0,train
5671,2.0,train
5672,2.0,train
5673,1.0,train
5674,0,train
5675,2.0,train
5676,2.0,train
5677,1.0,train
5678,1.0,train
5679,2.0,train
5680,0,train
5681,0,train
5682,2.0,train
5683,1.0,train
5684,2.0,train
5685,2.0,train
5686,2.0,train
5687,2.0,train
5688,2.0,train
5689,1.0,train
5690,2.0,train
5691,2.0,train
5692,5.0,train
5693,2.0,train
5694,0,train
5695,0,train
5696,1.0,train
5697,0,train
5698,2.0,train
5699,2.0,train
5700,2.0,train
5701,1.0,train
5702,2.0,train
5703,1.0,train
5704,2.0,train
5705,1.0,train
5706,1.0,train
5707,1.0,train
5708,0,train
5709,1.0,train
5710,1.0,train
5711,3.0,train
5712,1.0,train
5713,1.0,train
5714,3.0,train
5715,2.0,train
5716,1.0,train
5717,0,train
5718,2.0,train
5719,1.0,train
5720,2.0,train
5721,2.0,train
5722,0,train
5723,0,train
5724,1.0,train
5725,2.0,train
5726,3.0,train
5727,1.0,train
5728,1.0,train
5729,2.0,train
5730,1.0,train
5731,1.0,train
5732,4.0,train
5733,1.0,train
5734,1.0,train
5735,2.0,train
5736,3.0,train
5737,1.0,train
5738,2.0,train
5739,1.0,train
5740,2.0,train
5741,0,train
5742,4.0,train
5743,1.0,train
5744,0,train
5745,0,train
5746,2.0,train
5747,2.0,train
5748,1.0,train
5749,4.0,train
5750,2.0,train
5751,5.0,train
5752,3.0,train
5753,3.0,train
5754,2.0,train
5755,3.0,train
5756,0,train
5757,1.0,train
5758,1.0,train
5759,2.0,train
5760,4.0,train
5761,2.0,train
5762,1.0,train
5763,2.0,train
5764,2.0,train
5765,1.0,train
5766,2.0,train
5767,2.0,train
5768,0,train
5769,2.0,train
5770,3.0,train
5771,1.0,train
5772,1.0,train
5773,4.0,train
5774,2.0,train
5775,3.0,train
5776,1.0,train
5777,1.0,train
5778,2.0,train
5779,2.0,train
5780,2.0,train
5781,2.0,train
5782,1.0,train
5783,4.0,train
5784,0,train
5785,1.0,train
5786,2.0,train
5787,4.0,train
5788,2.0,train
5789,2.0,train
5790,1.0,train
5791,1.0,train
5792,1.0,train
5793,2.0,train
5794,1.0,train
5795,1.0,train
5796,2.0,train
5797,3.0,train
5798,1.0,train
5799,2.0,test
5800,2.0,test
5801,1.0,test
5802,0,test
5803,1.0,test
5804,3.0,test
5805,0,test
5806,0,test
5807,1.0,test
5808,2.0,test
5809,1.0,test
5810,1.0,test
5811,3.0,test
5812,1.0,test
5813,2.0,test
5814,0,test
5815,1.0,test
5816,2.0,test
5817,1.0,test
5818,2.0,test
5819,2.0,test
5820,2.0,test
5821,0,test
5822,1.0,test
5823,2.0,test
5824,0,test
5825,0,test
5826,2.0,test
5827,2.0,test
5828,3.0,test
5829,1.0,test
5830,3.0,test
5831,0,test
5832,1.0,test
5833,3.0,test
5834,1.0,test
5835,1.0,test
5836,4.0,test
5837,1.0,test
5838,1.0,test
5839,1.0,test
5840,4.0,test
5841,2.0,test
5842,2.0,test
5843,0,test
5844,1.0,test
5845,1.0,test
5846,4.0,test
5847,1.0,test
5848,3.0,test
5849,3.0,test
5850,2.0,test
5851,1.0,test
5852,2.0,test
5853,4.0,test
5854,2.0,test
5855,2.0,test
5856,1.0,test
5857,3.0,test
5858,4.0,test
5859,1.0,test
5860,1.0,test
5861,0,test
5862,1.0,test
5863,1.0,test
5864,2.0,test
5865,0,test
5866,1.0,test
5867,1.0,test
5868,1.0,test
5869,1.0,test
5870,0,test
5871,3.0,test
5872,0,test
5873,0,test
5874,0,test
5875,0,test
5876,1.0,test
5877,2.0,test
5878,2.0,test
5879,2.0,test
5880,1.0,test
5881,3.0,test
5882,3.0,test
5883,1.0,test
5884,1.0,test
5885,1.0,test
5886,1.0,test
5887,1.0,test
5888,0,test
5889,0,test
5890,1.0,test
5891,3.0,test
5892,1.0,test
5893,1.0,test
5894,2.0,test
5895,1.0,test
5896,1.0,test
5897,4.0,test
5898,1.0,test
5899,2.0,test
5900,1.0,test
5901,1.0,test
5902,2.0,test
5903,2.0,test
5904,2.0,test
5905,1.0,test
5906,3.0,test
5907,4.0,test
5908,1.0,test
5909,1.0,test
5910,2.0,test
5911,1.0,test
5912,1.0,test
5913,1.0,test
5914,2.0,test
5915,1.0,test
5916,1.0,test
5917,1.0,test
5918,1.0,test
5919,1.0,test
5920,2.0,test
5921,2.0,test
5922,2.0,test
5923,1.0,test
5924,1.0,test
5925,1.0,test
5926,0,test
5927,2.0,test
5928,1.0,test
5929,2.0,test
5930,1.0,test
5931,2.0,test
5932,5.0,test
5933,1.0,test
5934,7.0,test
5935,1.0,test
5936,2.0,test
5937,1.0,test
5938,4.0,test
5939,3.0,test
5940,2.0,test
5941,1.0,test
5942,1.0,test
5943,1.0,test
5944,1.0,test
5945,3.0,test
5946,2.0,test
5947,3.0,test
5948,1.0,test
5949,1.0,test
5950,1.0,test
5951,1.0,test
5952,2.0,test
5953,3.0,test
5954,1.0,test
5955,0,test
5956,1.0,test
5957,1.0,test
5958,1.0,test
5959,1.0,test
5960,1.0,test
5961,1.0,test
5962,1.0,test
5963,3.0,test
5964,2.0,test
5965,1.0,test
5966,1.0,test
5967,1.0,test
5968,3.0,test
5969,1.0,test
5970,4.0,test
5971,2.0,test
5972,1.0,test
5973,2.0,test
5974,1.0,test
5975,1.0,test
5976,3.0,test
5977,2.0,test
5978,4.0,test
5979,2.0,test
5980,2.0,test
5981,1.0,test
5982,4.0,test
5983,1.0,test
5984,3.0,test
5985,2.0,test
5986,2.0,test
5987,0,test
5988,1.0,test
5989,2.0,test
5990,2.0,test
5991,1.0,test
5992,1.0,test
5993,1.0,test
5994,5.0,test
5995,1.0,test
5996,1.0,test
5997,1.0,test
5998,1.0,test
5999,3.0,train
6000,1.0,train
6001,2.0,train
6002,3.0,train
6003,1.0,train
6004,3.0,train
6005,1.0,train
6006,0,train
6007,2.0,train
6008,1.0,train
6009,2.0,train
6010,2.0,train
6011,0,train
6012,2.0,train
6013,2.0,train
6014,1.0,train
6015,5.0,train
6016,1.0,train
6017,3.0,train
6018,3.0,train
6019,2.0,train
6020,1.0,train
6021,1.0,train
6022,1.0,train
6023,3.0,train
6024,2.0,train
6025,0,train
6026,3.0,train
6027,6.0,train
6028,2.0,train
6029,2.0,train
6030,5.0,train
6031,1.0,train
6032,1.0,train
6033,2.0,train
6034,2.0,train
6035,3.0,train
6036,1.0,train
6037,4.0,train
6038,6.0,train
6039,0,train
6040,1.0,train
6041,1.0,train
6042,1.0,train
6043,2.0,train
6044,2.0,train
6045,1.0,train
6046,3.0,train
6047,2.0,train
6048,1.0,train
6049,1.0,train
6050,1.0,train
6051,2.0,train
6052,2.0,train
6053,3.0,train
6054,6.0,train
6055,2.0,train
6056,0,train
6057,1.0,train
6058,1.0,train
6059,2.0,train
6060,4.0,train
6061,5.0,train
6062,7.0,train
6063,4.0,train
6064,2.0,train
6065,0,train
6066,1.0,train
6067,2.0,train
6068,2.0,train
6069,0,train
6070,1.0,train
6071,1.0,train
6072,2.0,train
6073,3.0,train
6074,0,train
6075,1.0,train
6076,1.0,train
6077,2.0,train
6078,1.0,train
6079,2.0,train
6080,1.0,train
6081,2.0,train
6082,2.0,train
6083,2.0,train
6084,0,train
6085,1.0,train
6086,3.0,train
6087,3.0,train
6088,1.0,train
6089,1.0,train
6090,4.0,train
6091,2.0,train
6092,1.0,train
6093,2.0,train
6094,1.0,train
6095,3.0,train
6096,1.0,train
6097,4.0,train
6098,0,train
6099,0,train
6100,3.0,train
6101,1.0,train
6102,4.0,train
6103,1.0,train
6104,3.0,train
6105,4.0,train
6106,2.0,train
6107,1.0,train
6108,1.0,train
6109,4.0,train
6110,3.0,train
6111,4.0,train
6112,2.0,train
6113,1.0,train
6114,7.0,train
6115,4.0,train
6116,0,train
6117,2.0,train
6118,1.0,train
6119,5.0,train
6120,1.0,train
6121,1.0,train
6122,0,train
6123,3.0,train
6124,4.0,train
6125,1.0,train
6126,2.0,train
6127,2.0,train
6128,1.0,train
6129,0,train
6130,2.0,train
6131,3.0,train
6132,0,train
6133,1.0,train
6134,3.0,train
6135,3.0,train
6136,3.0,train
6137,0,train
6138,1.0,train
6139,1.0,train
6140,1.0,train
6141,2.0,train
6142,1.0,train
6143,1.0,train
6144,2.0,train
6145,2.0,train
6146,1.0,train
6147,1.0,train
6148,3.0,train
6149,1.0,train
6150,2.0,train
6151,1.0,train
6152,2.0,train
6153,0,train
6154,0,train
6155,3.0,train
6156,3.0,train
6157,3.0,train
6158,2.0,train
6159,2.0,train
6160,0,train
6161,2.0,train
6162,4.0,train
6163,3.0,train
6164,1.0,train
6165,2.0,train
6166,1.0,train
6167,1.0,train
6168,1.0,train
6169,5.0,train
6170,3.0,train
6171,1.0,train
6172,4.0,train
6173,0,train
6174,2.0,train
6175,1.0,train
6176,1.0,train
6177,3.0,train
6178,1.0,train
6179,3.0,train
6180,2.0,train
6181,1.0,train
6182,2.0,train
6183,0,train
6184,2.0,train
6185,5.0,train
6186,0,train
6187,1.0,train
6188,1.0,train
6189,2.0,train
6190,3.0,train
6191,2.0,train
6192,1.0,train
6193,0,train
6194,2.0,train
6195,0,train
6196,2.0,train
6197,3.0,train
6198,4.0,train
6199,2.0,test
6200,1.0,test
6201,2.0,test
6202,4.0,test
6203,1.0,test
6204,1.0,test
6205,2.0,test
6206,2.0,test
6207,1.0,test
6208,3.0,test
6209,0,test
6210,0,test
6211,1.0,test
6212,6.0,test
6213,2.0,test
6214,5.0,test
6215,1.0,test
6216,1.0,test
6217,2.0,test
6218,1.0,test
6219,2.0,test
6220,2.0,test
6221,2.0,test
6222,2.0,test
6223,2.0,test
6224,1.0,test
6225,1.0,test
6226,2.0,test
6227,1.0,test
6228,2.0,test
6229,2.0,test
6230,1.0,test
6231,5.0,test
6232,2.0,test
6233,2.0,test
6234,0,test
6235,1.0,test
6236,0,test
6237,2.0,test
6238,2.0,test
6239,1.0,test
6240,4.0,test
6241,2.0,test
6242,2.0,test
6243,1.0,test
6244,2.0,test
6245,2.0,test
6246,2.0,test
6247,1.0,test
6248,4.0,test
6249,0,test
6250,1.0,test
6251,1.0,test
6252,1.0,test
6253,2.0,test
6254,3.0,test
6255,1.0,test
6256,1.0,test
6257,1.0,test
6258,1.0,test
6259,4.0,test
6260,1.0,test
6261,0,test
6262,1.0,test
6263,2.0,test
6264,1.0,test
6265,1.0,test
6266,8.0,test
6267,2.0,test
6268,3.0,test
6269,4.0,test
6270,1.0,test
6271,1.0,test
6272,2.0,test
6273,2.0,test
6274,1.0,test
6275,1.0,test
6276,1.0,test
6277,0,test
6278,0,test
6279,1.0,test
6280,2.0,test
6281,3.0,test
6282,4.0,test
6283,2.0,test
6284,0,test
6285,1.0,test
6286,1.0,test
6287,1.0,test
6288,4.0,test
6289,0,test
6290,3.0,test
6291,1.0,test
6292,1.0,test
6293,2.0,test
6294,1.0,test
6295,4.0,test
6296,2.0,test
6297,2.0,test
6298,2.0,test
6299,2.0,test
6300,1.0,test
6301,2.0,test
6302,2.0,test
6303,0,test
6304,1.0,test
6305,5.0,test
6306,1.0,test
6307,1.0,test
6308,1.0,test
6309,1.0,test
6310,3.0,test
6311,0,test
6312,1.0,test
6313,2.0,test
6314,1.0,test
6315,4.0,test
6316,2.0,test
6317,4.0,test
6318,2.0,test
6319,1.0,test
6320,2.0,test
6321,2.0,test
6322,2.0,test
6323,0,test
6324,1.0,test
6325,2.0,test
6326,1.0,test
6327,4.0,test
6328,1.0,test
6329,2.0,test
6330,1.0,test
6331,2.0,test
6332,1.0,test
6333,3.0,test
6334,1.0,test
6335,2.0,test
6336,1.0,test
6337,1.0,test
6338,1.0,test
6339,1.0,test
6340,1.0,test
6341,1.0,test
6342,2.0,test
6343,1.0,test
6344,2.0,test
6345,4.0,test
6346,2.0,test
6347,1.0,test
6348,1.0,test
6349,2.0,test
6350,1.0,test
6351,1.0,test
6352,1.0,test
6353,1.0,test
6354,1.0,test
6355,1.0,test
6356,1.0,test
6357,5.0,test
6358,2.0,test
6359,1.0,test
6360,2.0,test
6361,0,test
6362,3.0,test
6363,3.0,test
6364,2.0,test
6365,1.0,test
6366,3.0,test
6367,1.0,test
6368,1.0,test
6369,0,test
6370,2.0,test
6371,1.0,test
6372,1.0,test
6373,2.0,test
6374,1.0,test
6375,2.0,test
6376,1.0,test
6377,0,test
6378,4.0,test
6379,1.0,test
6380,4.0,test
6381,0,test
6382,5.0,test
6383,1.0,test
6384,0,test
6385,1.0,test
6386,1.0,test
6387,1.0,test
6388,2.0,test
6389,1.0,test
6390,5.0,test
6391,0,test
6392,2.0,test
6393,1.0,test
6394,1.0,test
6395,1.0,test
6396,1.0,test
6397,2.0,test
6398,1.0,test
6399,1.0,train
6400,1.0,train
6401,5.0,train
6402,1.0,train
6403,1.0,train
6404,2.0,train
6405,1.0,train
6406,4.0,train
6407,1.0,train
6408,2.0,train
6409,1.0,train
6410,1.0,train
6411,4.0,train
6412,1.0,train
6413,3.0,train
6414,3.0,train
6415,2.0,train
6416,2.0,train
6417,3.0,train
6418,3.0,train
6419,1.0,train
6420,4.0,train
6421,2.0,train
6422,0,train
6423,1.0,train
6424,0,train
6425,2.0,train
6426,1.0,train
6427,0,train
6428,3.0,train
6429,0,train
6430,4.0,train
6431,1.0,train
6432,3.0,train
6433,2.0,train
6434,1.0,train
6435,2.0,train
6436,1.0,train
6437,2.0,train
6438,5.0,train
6439,2.0,train
6440,0,train
6441,1.0,train
6442,1.0,train
6443,0,train
6444,1.0,train
6445,0,train
6446,3.0,train
6447,2.0,train
6448,1.0,train
6449,2.0,train
6450,4.0,train
6451,3.0,train
6452,1.0,train
6453,3.0,train
6454,2.0,train
6455,2.0,train
6456,1.0,train
6457,2.0,train
6458,2.0,train
6459,2.0,train
6460,1.0,train
6461,2.0,train
6462,1.0,train
6463,1.0,train
6464,4.0,train
6465,1.0,train
6466,4.0,train
6467,1.0,train
6468,1.0,train
6469,5.0,train
6470,2.0,train
6471,1.0,train
6472,4.0,train
6473,1.0,train
6474,2.0,train
6475,3.0,train
6476,0,train
6477,1.0,train
6478,1.0,train
6479,3.0,train
6480,0,train
6481,1.0,train
6482,3.0,train
6483,1.0,train
6484,2.0,train
6485,1.0,train
6486,0,train
6487,3.0,train
6488,1.0,train
6489,1.0,train
6490,2.0,train
6491,0,train
6492,2.0,train
6493,1.0,train
6494,2.0,train
6495,4.0,train
6496,2.0,train
6497,1.0,train
6498,1.0,train
6499,1.0,train
6500,1.0,train
6501,1.0,train
6502,0,train
6503,2.0,train
6504,0,train
6505,1.0,train
6506,1.0,train
6507,1.0,train
6508,1.0,train
6509,1.0,train
6510,1.0,train
6511,1.0,train
6512,2.0,train
6513,2.0,train
6514,1.0,train
6515,0,train
6516,0,train
6517,1.0,train
6518,3.0,train
6519,1.0,train
6520,3.0,train
6521,2.0,train
6522,0,train
6523,2.0,train
6524,3.0,train
6525,0,train
6526,1.0,train
6527,3.0,train
6528,0,train
6529,4.0,train
6530,1.0,train
6531,1.0,train
6532,2.0,train
6533,1.0,train
6534,2.0,train
6535,2.0,train
6536,3.0,train
6537,2.0,train
6538,2.0,train
6539,4.0,train
6540,2.0,train
6541,2.0,train
6542,2.0,train
